# pressure[Pa],mean_volume[mol/kg],mean_error[mol/kg]
1.000000000000000000e+02,1.297829999999999991e-02,1.287379999999999948e-02
2.000000000000000000e+02,2.650200000000000125e-02,1.794209999999999902e-02
5.000000000000000000e+02,6.564209999999999490e-02,2.843690000000000107e-02
1.000000000000000000e+03,1.240075999999999956e-01,3.659160000000000190e-02
2.000000000000000000e+03,2.232303999999999955e-01,4.511949999999999988e-02
5.000000000000000000e+03,4.136047999999999947e-01,5.413450000000000206e-02
1.000000000000000000e+04,6.131826000000000221e-01,5.893349999999999977e-02
2.000000000000000000e+04,8.374238000000000515e-01,6.726759999999999684e-02
5.000000000000000000e+04,1.213072399999999940e+00,8.474299999999999888e-02
1.000000000000000000e+05,1.694256699999999949e+00,1.179352000000000039e-01
1.000000000000000000e+06,6.312742599999999982e+00,2.034440000000000137e-01
