# pressure[Pa],mean_volume[mol/kg],mean_error[mol/kg]
1.000000000000000000e+02,4.565999999999999855e-04,2.857499999999999797e-03
2.000000000000000000e+02,1.127100000000000020e-03,4.357299999999999715e-03
5.000000000000000000e+02,2.540099999999999997e-03,6.595700000000000347e-03
1.000000000000000000e+03,4.546800000000000147e-03,8.068300000000000471e-03
2.000000000000000000e+03,1.049220000000000014e-02,1.350490000000000024e-02
5.000000000000000000e+03,3.174810000000000132e-02,2.381919999999999871e-02
1.000000000000000000e+04,5.521240000000000175e-02,3.175429999999999919e-02
2.000000000000000000e+04,1.122464999999999991e-01,4.489370000000000166e-02
5.000000000000000000e+04,2.519377999999999895e-01,6.010630000000000139e-02
1.000000000000000000e+05,4.277948999999999780e-01,8.098149999999999793e-02
1.000000000000000000e+06,1.320104699999999909e+00,6.469679999999999875e-02
