# pressure[Pa],mean_volume[mol/kg],mean_error[mol/kg]
1.000000000000000000e+02,3.103000000000000072e-04,3.219300000000000026e-03
2.000000000000000000e+02,6.869000000000000539e-04,4.758100000000000350e-03
5.000000000000000000e+02,1.838599999999999913e-03,7.825300000000000311e-03
1.000000000000000000e+03,3.538599999999999818e-03,1.069170000000000016e-02
2.000000000000000000e+03,6.994700000000000396e-03,1.522019999999999970e-02
5.000000000000000000e+03,1.746539999999999898e-02,2.406660000000000049e-02
1.000000000000000000e+04,3.373659999999999853e-02,3.325519999999999865e-02
2.000000000000000000e+04,6.980550000000000643e-02,4.708869999999999723e-02
5.000000000000000000e+04,1.665436000000000138e-01,6.467779999999999363e-02
1.000000000000000000e+05,3.193551000000000029e-01,8.420350000000000057e-02
