# pressure[Pa],mean_volume[mol/kg],mean_error[mol/kg]
1.000000000000000000e+02,3.044600000000000171e-03,1.078879999999999943e-02
2.000000000000000000e+02,5.842400000000000197e-03,1.476219999999999963e-02
5.000000000000000000e+02,1.475980000000000000e-02,2.361109999999999945e-02
1.000000000000000000e+03,2.864260000000000070e-02,3.257759999999999823e-02
2.000000000000000000e+03,5.687529999999999669e-02,4.581040000000000112e-02
5.000000000000000000e+03,1.388628000000000084e-01,6.207080000000000236e-02
1.000000000000000000e+04,2.570740000000000247e-01,8.056180000000000285e-02
2.000000000000000000e+04,4.652979999999999894e-01,1.060081999999999969e-01
5.000000000000000000e+04,8.771485999999999450e-01,1.286028999999999922e-01
1.000000000000000000e+05,1.313538199999999989e+00,1.387221999999999900e-01
