# pressure[Pa],mean_volume[mol/kg],mean_error[mol/kg]
1.000000000000000000e+02,6.276699999999999641e-03,1.139549999999999938e-02
2.000000000000000000e+02,1.265149999999999955e-02,1.640399999999999844e-02
5.000000000000000000e+02,3.125710000000000294e-02,2.148190000000000169e-02
1.000000000000000000e+03,6.133249999999999813e-02,3.010919999999999916e-02
2.000000000000000000e+03,1.189188999999999941e-01,3.989759999999999834e-02
5.000000000000000000e+03,2.872726999999999919e-01,6.098869999999999986e-02
1.000000000000000000e+04,4.841365999999999725e-01,7.679460000000000452e-02
2.000000000000000000e+04,8.095875000000000155e-01,9.535799999999999832e-02
5.000000000000000000e+04,1.511773800000000056e+00,1.170675000000000049e-01
1.000000000000000000e+05,2.308606699999999901e+00,1.454587999999999992e-01
1.000000000000000000e+06,5.503849999999999909e+00,1.161009999999999959e-01
