# pressure[Pa],mean_volume[mol/kg],mean_error[mol/kg]
1.000000000000000000e+02,3.364149999999999779e-02,2.521779999999999855e-02
2.000000000000000000e+02,7.004779999999999340e-02,3.603979999999999684e-02
5.000000000000000000e+02,1.653808999999999974e-01,5.183589999999999726e-02
1.000000000000000000e+03,3.293973000000000040e-01,7.337810000000000166e-02
2.000000000000000000e+03,6.118276999999999743e-01,9.687110000000000165e-02
5.000000000000000000e+03,1.329614199999999968e+00,1.298184000000000005e-01
1.000000000000000000e+04,2.106392299999999995e+00,1.495211999999999930e-01
2.000000000000000000e+04,2.937425999999999870e+00,1.442715999999999998e-01
5.000000000000000000e+04,3.872271700000000205e+00,1.286421000000000092e-01
1.000000000000000000e+05,4.456724000000000352e+00,1.158735000000000043e-01
1.000000000000000000e+06,5.996478999999999893e+00,9.015380000000000615e-02
