# pressure[Pa],mean_volume[mol/kg],mean_error[mol/kg]
1.000000000000000000e+02,1.568109999999999990e-02,2.158900000000000055e-02
2.000000000000000000e+02,3.186789999999999762e-02,3.054240000000000080e-02
5.000000000000000000e+02,7.907580000000000164e-02,4.219640000000000196e-02
1.000000000000000000e+03,1.599279000000000117e-01,5.976100000000000162e-02
2.000000000000000000e+03,3.274463000000000235e-01,8.572069999999999690e-02
5.000000000000000000e+03,7.797077999999999509e-01,1.314849999999999908e-01
1.000000000000000000e+04,1.615492600000000056e+00,1.936007999999999896e-01
2.000000000000000000e+04,3.133798200000000200e+00,2.486089999999999967e-01
5.000000000000000000e+04,5.686878700000000286e+00,2.176149000000000000e-01
1.000000000000000000e+05,6.962472299999999947e+00,1.727669000000000010e-01
1.000000000000000000e+06,9.084991199999999267e+00,1.207667999999999936e-01
