# pressure[Pa],mean_volume[mol/kg],mean_error[mol/kg]
1.000000000000000000e+02,1.667846000000000051e-01,7.683059999999999889e-02
2.000000000000000000e+02,3.277016999999999847e-01,1.037629000000000051e-01
5.000000000000000000e+02,7.272547000000000317e-01,1.480067999999999939e-01
1.000000000000000000e+03,1.164219099999999951e+00,1.631133999999999917e-01
2.000000000000000000e+03,1.803316600000000047e+00,1.777404999999999957e-01
5.000000000000000000e+03,2.606803499999999829e+00,1.608479999999999910e-01
1.000000000000000000e+04,3.165654799999999991e+00,1.556696999999999942e-01
2.000000000000000000e+04,3.590111100000000111e+00,1.489861000000000102e-01
5.000000000000000000e+04,4.141417599999999588e+00,1.323754000000000042e-01
1.000000000000000000e+05,4.519483499999999765e+00,1.147756999999999944e-01
1.000000000000000000e+06,5.662360900000000363e+00,1.249892999999999976e-01
