# pressure[Pa],mean_volume[mol/kg],mean_error[mol/kg]
1.000000000000000000e+02,1.228900000000000001e-03,5.296499999999999993e-03
2.000000000000000000e+02,2.400100000000000063e-03,7.424700000000000223e-03
5.000000000000000000e+02,6.184000000000000261e-03,1.207949999999999996e-02
1.000000000000000000e+03,1.211390000000000036e-02,1.658750000000000155e-02
2.000000000000000000e+03,2.391369999999999954e-02,2.358700000000000033e-02
5.000000000000000000e+03,5.659399999999999847e-02,3.145610000000000073e-02
1.000000000000000000e+04,1.127661999999999970e-01,4.362989999999999924e-02
2.000000000000000000e+04,2.074428000000000105e-01,5.869429999999999786e-02
5.000000000000000000e+04,4.112312000000000189e-01,6.955329999999999846e-02
1.000000000000000000e+05,6.059261000000000230e-01,7.265560000000000074e-02
1.000000000000000000e+06,1.221502300000000041e+00,6.114639999999999659e-02
