# pressure[Pa],mean_volume[mol/kg],mean_error[mol/kg]
1.000000000000000000e+02,2.163740000000000108e-02,3.597140000000000060e-02
2.000000000000000000e+02,4.104390000000000122e-02,4.894600000000000339e-02
5.000000000000000000e+02,1.064390000000000058e-01,6.437640000000000029e-02
1.000000000000000000e+03,2.230837999999999988e-01,9.366910000000000514e-02
2.000000000000000000e+03,4.382526999999999950e-01,1.360675000000000079e-01
5.000000000000000000e+03,1.053863800000000017e+00,1.967283999999999977e-01
1.000000000000000000e+04,1.877099499999999921e+00,2.447486000000000106e-01
2.000000000000000000e+04,3.101772200000000090e+00,2.562962999999999769e-01
5.000000000000000000e+04,4.629842199999999686e+00,2.561597999999999931e-01
1.000000000000000000e+05,5.649601900000000398e+00,2.166897000000000129e-01
1.000000000000000000e+06,7.844814300000000351e+00,1.927972000000000019e-01
