# pressure[Pa],mean_volume[mol/kg],mean_error[mol/kg]
1.000000000000000000e+02,5.464109999999999800e-02,4.356580000000000175e-02
2.000000000000000000e+02,1.142857000000000040e-01,5.910699999999999982e-02
5.000000000000000000e+02,2.843749999999999889e-01,9.558519999999999517e-02
1.000000000000000000e+03,5.721699000000000090e-01,1.323773000000000033e-01
2.000000000000000000e+03,1.053790199999999899e+00,1.744321000000000066e-01
5.000000000000000000e+03,2.318955900000000181e+00,2.262543999999999944e-01
1.000000000000000000e+04,3.463948600000000155e+00,2.163042000000000020e-01
2.000000000000000000e+04,4.551920899999999826e+00,1.973369000000000095e-01
5.000000000000000000e+04,5.737288699999999686e+00,1.768248000000000042e-01
1.000000000000000000e+05,6.392548800000000142e+00,1.715678999999999954e-01
1.000000000000000000e+06,7.963188699999999898e+00,1.282028000000000056e-01
