# pressure[Pa],mean_volume[mol/kg],mean_error[mol/kg]
1.000000000000000000e+02,2.954281999999999742e-01,8.837050000000000460e-02
2.000000000000000000e+02,6.180459000000000369e-01,1.367433999999999872e-01
5.000000000000000000e+02,1.376397499999999940e+00,1.824193000000000064e-01
1.000000000000000000e+03,2.245504700000000131e+00,1.682327999999999879e-01
2.000000000000000000e+03,3.075807900000000039e+00,1.893830999999999987e-01
5.000000000000000000e+03,4.243206599999999717e+00,1.588572000000000040e-01
1.000000000000000000e+04,5.318999299999999764e+00,2.600213000000000108e-01
2.000000000000000000e+04,6.675454600000000127e+00,2.853690999999999867e-01
5.000000000000000000e+04,7.901091599999999993e+00,1.113385000000000069e-01
1.000000000000000000e+05,8.329103699999999222e+00,8.389860000000000373e-02
1.000000000000000000e+06,8.616813000000000500e+00,5.232740000000000308e-02
