# pressure[Pa],mean_volume[mol/kg],mean_error[mol/kg]
1.000000000000000000e+02,7.637349999999999695e-02,3.143809999999999660e-02
2.000000000000000000e+02,1.509057000000000037e-01,4.353490000000000137e-02
5.000000000000000000e+02,3.254624999999999879e-01,6.641030000000000544e-02
1.000000000000000000e+03,6.027057999999999582e-01,9.191359999999999808e-02
2.000000000000000000e+03,1.013980499999999951e+00,1.032654999999999962e-01
5.000000000000000000e+03,1.917318800000000101e+00,1.276002999999999998e-01
1.000000000000000000e+04,2.822162300000000013e+00,1.369682000000000122e-01
2.000000000000000000e+04,3.728669000000000011e+00,1.383221000000000034e-01
5.000000000000000000e+04,4.757890699999999917e+00,1.174813999999999997e-01
1.000000000000000000e+05,5.348469200000000257e+00,1.087652000000000063e-01
1.000000000000000000e+06,6.783390299999999762e+00,7.197539999999999494e-02
