# pressure[Pa],mean_volume[mol/kg],mean_error[mol/kg]
1.000000000000000000e+02,1.624410000000000090e-02,2.376659999999999884e-02
2.000000000000000000e+02,3.431499999999999828e-02,3.469989999999999880e-02
5.000000000000000000e+02,7.892910000000000204e-02,4.517580000000000207e-02
1.000000000000000000e+03,1.557255999999999918e-01,6.217219999999999691e-02
2.000000000000000000e+03,2.873879999999999768e-01,8.018740000000000590e-02
5.000000000000000000e+03,6.067909000000000219e-01,1.021663000000000016e-01
1.000000000000000000e+04,9.395569000000000282e-01,1.182760000000000061e-01
2.000000000000000000e+04,1.390086799999999956e+00,1.365336000000000050e-01
5.000000000000000000e+04,2.175725400000000143e+00,1.647576000000000040e-01
1.000000000000000000e+05,3.083599299999999932e+00,1.954427999999999999e-01
1.000000000000000000e+06,9.600609300000000346e+00,3.077038999999999747e-01
