# pressure[Pa],mean_volume[mol/kg],mean_error[mol/kg]
1.000000000000000000e+02,4.195320000000000299e-02,4.063150000000000095e-02
2.000000000000000000e+02,8.055329999999999435e-02,4.813259999999999761e-02
5.000000000000000000e+02,1.929976999999999943e-01,7.360730000000000051e-02
1.000000000000000000e+03,3.660722000000000143e-01,9.944719999999999949e-02
2.000000000000000000e+03,6.561152999999999569e-01,1.211199000000000026e-01
5.000000000000000000e+03,1.187695799999999968e+00,1.390332999999999986e-01
1.000000000000000000e+04,1.653374499999999969e+00,1.351692999999999922e-01
2.000000000000000000e+04,2.040131099999999975e+00,1.237044999999999950e-01
5.000000000000000000e+04,2.455298299999999934e+00,1.081051999999999985e-01
1.000000000000000000e+05,2.775671099999999836e+00,1.065733999999999987e-01
1.000000000000000000e+06,4.240156800000000281e+00,1.475905999999999885e-01
