# pressure[Pa],mean_volume[mol/kg],mean_error[mol/kg]
1.000000000000000000e+02,3.946999999999999988e-04,3.566800000000000179e-03
2.000000000000000000e+02,7.242000000000000390e-04,4.850600000000000050e-03
5.000000000000000000e+02,1.941100000000000074e-03,7.934800000000000533e-03
1.000000000000000000e+03,3.688299999999999825e-03,1.086310000000000053e-02
2.000000000000000000e+03,7.079199999999999902e-03,1.524269999999999965e-02
5.000000000000000000e+03,1.859190000000000148e-02,2.481320000000000053e-02
1.000000000000000000e+04,3.701089999999999935e-02,2.994689999999999852e-02
2.000000000000000000e+04,7.044309999999999461e-02,4.270979999999999915e-02
5.000000000000000000e+04,1.732209000000000110e-01,6.391389999999999572e-02
1.000000000000000000e+05,3.233378000000000085e-01,8.011319999999999553e-02
